m,TagName,
"2016-11-01 00:00:00","javascript","20480"
"2016-11-01 00:00:00","perl","369"
"2016-11-01 00:00:00","php","11906"
"2016-11-01 00:00:00","python","14161"
"2016-11-01 00:00:00","r","3557"
"2016-11-01 00:00:00","ruby","1754"
"2016-11-01 00:00:00","swift","4358"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2792"
"2016-12-01 00:00:00","c#","10673"
"2016-12-01 00:00:00","c++","5215"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","495"
"2016-12-01 00:00:00","java","13819"
"2016-12-01 00:00:00","javascript","19765"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11439"
"2016-12-01 00:00:00","python","13016"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3923"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2754"
"2017-01-01 00:00:00","c#","11677"
"2017-01-01 00:00:00","c++","5641"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14534"
"2017-01-01 00:00:00","javascript","21367"
"2017-01-01 00:00:00","perl","325"
"2017-01-01 00:00:00","php","12577"
"2017-01-01 00:00:00","python","14243"
"2017-01-01 00:00:00","r","3485"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11469"
"2017-02-01 00:00:00","c++","5160"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14534"
"2017-02-01 00:00:00","javascript","21161"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12451"
"2017-02-01 00:00:00","python","14750"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1622"
"2017-02-01 00:00:00","swift","4047"
"2017-03-01 00:00:00","assembly","370"
"2017-03-01 00:00:00","c","2960"
"2017-03-01 00:00:00","c#","12973"
"2017-03-01 00:00:00","c++","6212"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17281"
"2017-03-01 00:00:00","javascript","23661"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13984"
"2017-03-01 00:00:00","python","17103"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","swift","4604"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2849"
"2017-04-01 00:00:00","c#","11075"
"2017-04-01 00:00:00","c++","5866"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15899"
"2017-04-01 00:00:00","javascript","21199"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12350"
"2017-04-01 00:00:00","python","15617"
"2017-04-01 00:00:00","r","4260"
"2017-04-01 00:00:00","ruby","1486"
"2017-04-01 00:00:00","swift","3906"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11963"
"2017-05-01 00:00:00","c++","5291"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16308"
"2017-05-01 00:00:00","javascript","22359"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","12990"
"2017-05-01 00:00:00","python","16155"
"2017-05-01 00:00:00","r","4312"
"2017-05-01 00:00:00","ruby","1518"
"2017-05-01 00:00:00","swift","4087"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2345"
"2017-06-01 00:00:00","c#","11286"
"2017-06-01 00:00:00","c++","4671"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14594"
"2017-06-01 00:00:00","javascript","21543"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11696"
"2017-06-01 00:00:00","python","15983"
"2017-06-01 00:00:00","r","4442"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","swift","4189"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2039"
"2017-07-01 00:00:00","c#","11188"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14094"
"2017-07-01 00:00:00","javascript","21571"
"2017-07-01 00:00:00","perl","323"
"2017-07-01 00:00:00","php","11714"
"2017-07-01 00:00:00","python","16880"
"2017-07-01 00:00:00","r","4576"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10937"
"2017-08-01 00:00:00","c++","4780"
"2017-08-01 00:00:00","delphi","291"
"2017-08-01 00:00:00","go","606"
"2017-08-01 00:00:00","java","13735"
"2017-08-01 00:00:00","javascript","21300"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11588"
"2017-08-01 00:00:00","python","16455"
"2017-08-01 00:00:00","r","4562"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4171"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2097"
"2017-09-01 00:00:00","c#","9858"
"2017-09-01 00:00:00","c++","4461"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","543"
"2017-09-01 00:00:00","java","12728"
"2017-09-01 00:00:00","javascript","18950"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10645"
"2017-09-01 00:00:00","python","15427"
"2017-09-01 00:00:00","r","4219"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10212"
"2017-10-01 00:00:00","c++","5209"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13978"
"2017-10-01 00:00:00","javascript","19813"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10787"
"2017-10-01 00:00:00","python","16922"
"2017-10-01 00:00:00","r","4540"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3889"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2947"
"2017-11-01 00:00:00","c#","9771"
"2017-11-01 00:00:00","c++","5027"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14151"
"2017-11-01 00:00:00","javascript","19372"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10553"
"2017-11-01 00:00:00","python","16935"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1174"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8580"
"2017-12-01 00:00:00","c++","4451"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","523"
"2017-12-01 00:00:00","java","11962"
"2017-12-01 00:00:00","javascript","16926"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9087"
"2017-12-01 00:00:00","python","14895"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2210"
"2018-01-01 00:00:00","c#","9358"
"2018-01-01 00:00:00","c++","4742"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12324"
"2018-01-01 00:00:00","javascript","18864"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10067"
"2018-01-01 00:00:00","python","16209"
"2018-01-01 00:00:00","r","4197"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3735"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","c#","8567"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12007"
"2018-02-01 00:00:00","javascript","17193"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9083"
"2018-02-01 00:00:00","python","16276"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1030"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9774"
"2018-03-01 00:00:00","c++","5172"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13536"
"2018-03-01 00:00:00","javascript","19111"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9785"
"2018-03-01 00:00:00","python","17873"
"2018-03-01 00:00:00","r","5101"
"2018-03-01 00:00:00","ruby","1061"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9224"
"2018-04-01 00:00:00","c++","4657"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13459"
"2018-04-01 00:00:00","javascript","17923"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8906"
"2018-04-01 00:00:00","python","16938"
"2018-04-01 00:00:00","r","4727"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3562"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2366"
"2018-05-01 00:00:00","c#","9904"
"2018-05-01 00:00:00","c++","4678"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13437"
"2018-05-01 00:00:00","javascript","18035"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9402"
"2018-05-01 00:00:00","python","17541"
"2018-05-01 00:00:00","r","4729"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3611"
"2018-06-01 00:00:00","assembly","205"
"2018-06-01 00:00:00","c","1830"
"2018-06-01 00:00:00","c#","8773"
"2018-06-01 00:00:00","c++","4085"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","673"
"2018-06-01 00:00:00","java","11763"
"2018-06-01 00:00:00","javascript","17157"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8404"
"2018-06-01 00:00:00","python","16775"
"2018-06-01 00:00:00","r","4480"
"2018-06-01 00:00:00","ruby","990"
"2018-06-01 00:00:00","swift","3134"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1597"
"2018-07-01 00:00:00","c#","9385"
"2018-07-01 00:00:00","c++","3907"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","687"
"2018-07-01 00:00:00","java","11721"
"2018-07-01 00:00:00","javascript","17790"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8521"
"2018-07-01 00:00:00","python","17914"
"2018-07-01 00:00:00","r","4403"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3661"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1674"
"2018-08-01 00:00:00","c#","9467"
"2018-08-01 00:00:00","c++","3900"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11280"
"2018-08-01 00:00:00","javascript","17825"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8454"
"2018-08-01 00:00:00","python","17713"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","875"
"2018-08-01 00:00:00","swift","3562"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1829"
"2018-09-01 00:00:00","c#","8344"
"2018-09-01 00:00:00","c++","3734"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","java","10693"
"2018-09-01 00:00:00","javascript","15975"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7631"
"2018-09-01 00:00:00","python","15997"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","ruby","775"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","320"
"2018-10-01 00:00:00","c","2441"
"2018-10-01 00:00:00","c#","9322"
"2018-10-01 00:00:00","c++","4296"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12472"
"2018-10-01 00:00:00","javascript","17374"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8115"
"2018-10-01 00:00:00","python","18119"
"2018-10-01 00:00:00","r","4352"
"2018-10-01 00:00:00","ruby","895"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2515"
"2018-11-01 00:00:00","c#","8452"
"2018-11-01 00:00:00","c++","4333"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11669"
"2018-11-01 00:00:00","javascript","16145"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7048"
"2018-11-01 00:00:00","python","17980"
"2018-11-01 00:00:00","r","4220"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2187"
"2018-12-01 00:00:00","c#","7529"
"2018-12-01 00:00:00","c++","3548"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10418"
"2018-12-01 00:00:00","javascript","14230"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6184"
"2018-12-01 00:00:00","python","15695"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2776"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2275"
"2019-01-01 00:00:00","c#","8723"
"2019-01-01 00:00:00","c++","3901"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","653"
"2019-01-01 00:00:00","java","10996"
"2019-01-01 00:00:00","javascript","15992"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7138"
"2019-01-01 00:00:00","python","16914"
"2019-01-01 00:00:00","r","3940"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2897"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2049"
"2019-02-01 00:00:00","c#","8327"
"2019-02-01 00:00:00","c++","3724"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","625"
"2019-02-01 00:00:00","java","10965"
"2019-02-01 00:00:00","javascript","15649"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7230"
"2019-02-01 00:00:00","python","17497"
"2019-02-01 00:00:00","r","4240"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2374"
"2019-03-01 00:00:00","c#","8940"
"2019-03-01 00:00:00","c++","4416"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","721"
"2019-03-01 00:00:00","java","12005"
"2019-03-01 00:00:00","javascript","17288"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7737"
"2019-03-01 00:00:00","python","19854"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","ruby","841"
"2019-03-01 00:00:00","swift","2940"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2423"
"2019-04-01 00:00:00","c#","9088"
"2019-04-01 00:00:00","c++","4366"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11137"
"2019-04-01 00:00:00","javascript","16126"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7126"
"2019-04-01 00:00:00","python","19785"
"2019-04-01 00:00:00","r","4593"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3061"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2086"
"2019-05-01 00:00:00","c#","8999"
"2019-05-01 00:00:00","c++","4118"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","672"
"2019-05-01 00:00:00","java","11047"
"2019-05-01 00:00:00","javascript","16097"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6912"
"2019-05-01 00:00:00","python","18868"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3095"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7583"
"2019-06-01 00:00:00","c++","3635"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","525"
"2019-06-01 00:00:00","java","9604"
"2019-06-01 00:00:00","javascript","14766"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5974"
"2019-06-01 00:00:00","python","17181"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3079"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1747"
"2019-07-01 00:00:00","c#","8421"
"2019-07-01 00:00:00","c++","4259"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10802"
"2019-07-01 00:00:00","javascript","16099"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6624"
"2019-07-01 00:00:00","python","19704"
"2019-07-01 00:00:00","r","4195"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3029"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1546"
"2019-08-01 00:00:00","c#","7687"
"2019-08-01 00:00:00","c++","3281"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9056"
"2019-08-01 00:00:00","javascript","15174"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5783"
"2019-08-01 00:00:00","python","17992"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","777"
"2019-08-01 00:00:00","swift","2526"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2000"
"2019-09-01 00:00:00","c#","7823"
"2019-09-01 00:00:00","c++","3771"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9632"
"2019-09-01 00:00:00","javascript","14822"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5527"
"2019-09-01 00:00:00","python","16844"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2547"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2471"
"2019-10-01 00:00:00","c#","8394"
"2019-10-01 00:00:00","c++","4826"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11169"
"2019-10-01 00:00:00","javascript","15933"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6017"
"2019-10-01 00:00:00","python","20392"
"2019-10-01 00:00:00","r","4378"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3092"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2504"
"2019-11-01 00:00:00","c#","8000"
"2019-11-01 00:00:00","c++","4715"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10290"
"2019-11-01 00:00:00","javascript","15712"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6072"
"2019-11-01 00:00:00","python","20540"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2858"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2139"
"2019-12-01 00:00:00","c#","7190"
"2019-12-01 00:00:00","c++","4183"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","613"
"2019-12-01 00:00:00","java","8989"
"2019-12-01 00:00:00","javascript","14278"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5207"
"2019-12-01 00:00:00","python","18056"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2652"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2047"
"2020-01-01 00:00:00","c#","7776"
"2020-01-01 00:00:00","c++","4215"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9916"
"2020-01-01 00:00:00","javascript","15976"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5875"
"2020-01-01 00:00:00","python","19916"
"2020-01-01 00:00:00","r","4138"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2890"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7695"
"2020-02-01 00:00:00","c++","4066"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","660"
"2020-02-01 00:00:00","java","10010"
"2020-02-01 00:00:00","javascript","15704"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5641"
"2020-02-01 00:00:00","python","19979"
"2020-02-01 00:00:00","r","4668"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2753"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2475"
"2020-03-01 00:00:00","c#","7769"
"2020-03-01 00:00:00","c++","4633"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","652"
"2020-03-01 00:00:00","java","11030"
"2020-03-01 00:00:00","javascript","17517"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5642"
"2020-03-01 00:00:00","python","22600"
"2020-03-01 00:00:00","r","5115"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2906"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3246"
"2020-04-01 00:00:00","c#","8560"
"2020-04-01 00:00:00","c++","6196"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12571"
"2020-04-01 00:00:00","javascript","20837"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6592"
"2020-04-01 00:00:00","python","27557"
"2020-04-01 00:00:00","r","6166"
"2020-04-01 00:00:00","ruby","766"
"2020-04-01 00:00:00","swift","3436"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3359"
"2020-05-01 00:00:00","c#","8573"
"2020-05-01 00:00:00","c++","6384"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11988"
"2020-05-01 00:00:00","javascript","21434"
"2020-05-01 00:00:00","perl","213"
"2020-05-01 00:00:00","php","6492"
"2020-05-01 00:00:00","python","29371"
"2020-05-01 00:00:00","r","6005"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3507"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","c#","7883"
"2020-06-01 00:00:00","c++","5609"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10795"
"2020-06-01 00:00:00","javascript","19752"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5906"
"2020-06-01 00:00:00","python","27043"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","612"
"2020-06-01 00:00:00","swift","3149"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2091"
"2020-07-01 00:00:00","c#","7793"
"2020-07-01 00:00:00","c++","5156"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10420"
"2020-07-01 00:00:00","javascript","19829"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5920"
"2020-07-01 00:00:00","python","26231"
"2020-07-01 00:00:00","r","4935"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2980"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1890"
"2020-08-01 00:00:00","c#","7047"
"2020-08-01 00:00:00","c++","4767"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","705"
"2020-08-01 00:00:00","java","9283"
"2020-08-01 00:00:00","javascript","17979"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4968"
"2020-08-01 00:00:00","python","22970"
"2020-08-01 00:00:00","r","4492"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2144"
"2020-09-01 00:00:00","c#","6442"
"2020-09-01 00:00:00","c++","3908"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8914"
"2020-09-01 00:00:00","javascript","16732"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4757"
"2020-09-01 00:00:00","python","21685"
"2020-09-01 00:00:00","r","4750"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","swift","2549"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2364"
"2020-10-01 00:00:00","c#","6177"
"2020-10-01 00:00:00","c++","4318"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8910"
"2020-10-01 00:00:00","javascript","16376"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4563"
"2020-10-01 00:00:00","python","22746"
"2020-10-01 00:00:00","r","5065"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2311"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2688"
"2020-11-01 00:00:00","c#","5969"
"2020-11-01 00:00:00","c++","4309"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","524"
"2020-11-01 00:00:00","java","8452"
"2020-11-01 00:00:00","javascript","15473"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4599"
"2020-11-01 00:00:00","python","22099"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2156"
"2020-12-01 00:00:00","assembly","299"
"2020-12-01 00:00:00","c","2637"
